platform_key,platform_label,section,command,description,type
wireshark,Wireshark,Capture Filters,dst host <ip>,Captures packets to a specific destination IP,capture
wireshark,Wireshark,Capture Filters,net <subnet>,Captures packets within a subnet,capture
wireshark,Wireshark,Capture Filters,port <port>,Captures packets on a specific port,capture
wireshark,Wireshark,Capture Filters,tcp port <port>,Captures TCP packets on a port,capture
wireshark,Wireshark,Capture Filters,udp port <port>,Captures UDP packets on a port,capture
wireshark,Wireshark,Capture Filters,icmp,Captures ICMP packets,capture
wireshark,Wireshark,Capture Filters,icmp6,Captures ICMPv6 packets,capture
wireshark,Wireshark,Capture Filters,arp,Captures ARP packets,capture
wireshark,Wireshark,Capture Filters,ether host <mac>,Captures packets to/from a MAC address,capture
wireshark,Wireshark,Capture Filters,ether src <mac>,Captures packets from a MAC address,capture
wireshark,Wireshark,Capture Filters,ether dst <mac>,Captures packets to a MAC address,capture
wireshark,Wireshark,Capture Filters,tcp[tcpflags] & tcp-syn != 0,Captures SYN packets,capture
wireshark,Wireshark,Capture Filters,tcp[tcpflags] & tcp-fin != 0,Captures FIN packets,capture
wireshark,Wireshark,Capture Filters,tcp[tcpflags] & tcp-rst != 0,Captures RST packets,capture
wireshark,Wireshark,Capture Filters,ip6,Captures IPv6 traffic,capture
wireshark,Wireshark,Capture Filters,ip proto 6,Captures TCP only,capture
wireshark,Wireshark,Capture Filters,ip proto 17,Captures UDP only,capture
wireshark,Wireshark,Capture Filters,ip proto 1,Captures ICMP only,capture
wireshark,Wireshark,Capture Filters,greater <bytes>,Captures packets larger than a size,capture
wireshark,Wireshark,Capture Filters,less <bytes>,Captures packets smaller than a size,capture
wireshark,Wireshark,Capture Filters,not port <port>,Excludes traffic on a port,capture
wireshark,Wireshark,Capture Filters,not host <ip>,Excludes traffic to/from an IP,capture
wireshark,Wireshark,Capture Filters,port 80 or port 443,Captures HTTP+HTTPS,capture
wireshark,Wireshark,Capture Filters,ip multicast,Captures multicast traffic,capture
wireshark,Wireshark,Capture Filters,ip broadcast,Captures broadcast traffic,capture
wireshark,Wireshark,Capture Filters,vlan,Captures VLAN?tagged frames,capture
wireshark,Wireshark,Capture Filters,pppoes,Captures PPPoE session packets,capture
wireshark,Wireshark,Capture Filters,portrange 1-1024,Captures privileged ports,capture
wireshark,Wireshark,Capture Filters,tcp port 22,Captures SSH traffic,capture
wireshark,Wireshark,Capture Filters,tcp port 3389,Captures RDP traffic,capture
wireshark,Wireshark,Capture Filters,udp port 53,Captures DNS queries,capture
wireshark,Wireshark,Capture Filters,udp port 123,Captures NTP traffic,capture
wireshark,Wireshark,Capture Filters,udp port 500,Captures IPsec IKE,capture
wireshark,Wireshark,Capture Filters,udp port 4500,Captures NAT?T IPsec,capture
wireshark,Wireshark,Capture Filters,ip proto 50,Captures ESP packets,capture
wireshark,Wireshark,Capture Filters,ip proto 51,Captures AH packets,capture
wireshark,Wireshark,Capture Filters,ip6 proto 58,Captures ICMPv6,capture
wireshark,Wireshark,Capture Filters,ip6 multicast,Captures IPv6 multicast,capture
wireshark,Wireshark,Capture Filters,ip6 dst ff02::1,Captures IPv6 all?nodes multicast,capture
wireshark,Wireshark,Capture Filters,ip6 dst ff02::2,Captures IPv6 all?routers multicast,capture
wireshark,Wireshark,Capture Filters,ip6 dst ff02::fb,Captures mDNS IPv6,capture
wireshark,Wireshark,Capture Filters,ip6 dst ff02::1:3,Captures LLMNR IPv6,capture
wireshark,Wireshark,TShark,tshark -D,Lists all capture interfaces,show
wireshark,Wireshark,TShark,tshark -i <iface>,Captures on a specific interface,show
wireshark,Wireshark,TShark,"tshark -i <iface> -f ""<filter>""",Applies a capture filter,show
wireshark,Wireshark,TShark,"tshark -Y ""<display-filter>""",Applies a display filter,show
wireshark,Wireshark,TShark,tshark -w <file.pcap>,Writes capture to file,show
wireshark,Wireshark,TShark,tshark -r <file.pcap>,Reads a capture file,show
wireshark,Wireshark,TShark,tshark -z io,stat,Shows IO statistics
wireshark,Wireshark,TShark,tshark -z conv,tcp,Shows TCP conversations
wireshark,Wireshark,TShark,tshark -z endpoints,tcp,Shows TCP endpoints
wireshark,Wireshark,TShark,tshark -z expert,Shows expert info warnings/errors,show
wireshark,Wireshark,TShark,tshark -z http,stat,Shows HTTP statistics
wireshark,Wireshark,TShark,tshark -z dns,stat,Shows DNS statistics
wireshark,Wireshark,TShark,tshark -z tls,stat,Shows TLS statistics
wireshark,Wireshark,TShark,tshark -o tls.keylog_file:<file>,Loads TLS key log for decryption,show
wireshark,Wireshark,TShark,tshark -o http.ssl.port:443,Forces TLS decode on port 443,show
wireshark,Wireshark,TShark,tshark -o tcp.relative_sequence_numbers:FALSE,Shows absolute TCP sequence numbers,show
wireshark,Wireshark,TShark,"tshark -o gui.column.format:""...""",Customises output columns,show
wireshark,Wireshark,TShark,tshark -q -z io,phs,Shows protocol hierarchy statistics
ciscoios,Cisco IOS,Interfaces,show interfaces,Displays interface status and counters,show
ciscoios,Cisco IOS,Interfaces,show interfaces status,Shows interface link/duplex/speed summary,show
ciscoios,Cisco IOS,Interfaces,show interfaces description,Shows interface descriptions,show
ciscoios,Cisco IOS,Interfaces,show interfaces trunk,Shows trunking interfaces,show
ciscoios,Cisco IOS,Interfaces,show interfaces switchport,Shows switchport configuration,show
ciscoios,Cisco IOS,Interfaces,show interfaces counters errors,Shows interface error counters,show
ciscoios,Cisco IOS,Interfaces,show interfaces transceiver detail,Shows SFP/optics details,show
ciscoios,Cisco IOS,Interfaces,show interfaces vlan,Shows VLAN interface status,show
ciscoios,Cisco IOS,Interfaces,show interfaces summary,Shows interface summary,show
ciscoios,Cisco IOS,Interfaces,show interfaces accounting,Shows per?interface traffic accounting,show
ciscoios,Cisco IOS,Routing,show ip route,Displays IPv4 routing table,show
ciscoios,Cisco IOS,Routing,show ip route <prefix>,Displays route for a specific prefix,show
ciscoios,Cisco IOS,Routing,show ip ospf neighbor,Shows OSPF neighbours,show
ciscoios,Cisco IOS,Routing,show ip ospf interface,Shows OSPF interface details,show
ciscoios,Cisco IOS,Routing,show ip ospf database,Shows OSPF LSDB,show
ciscoios,Cisco IOS,Routing,show ip bgp summary,Shows BGP peer summary,show
ciscoios,Cisco IOS,Routing,show ip bgp neighbors,Shows BGP neighbour details,show
ciscoios,Cisco IOS,Routing,show ip bgp,Shows BGP table,show
ciscoios,Cisco IOS,Routing,show ip eigrp neighbors,Shows EIGRP neighbours,show
ciscoios,Cisco IOS,Routing,show ip eigrp topology,Shows EIGRP topology table,show
ciscoios,Cisco IOS,Security,show access-lists,Displays all ACLs,show
ciscoios,Cisco IOS,Security,show ip access-lists,Displays IPv4 ACLs,show
ciscoios,Cisco IOS,Security,show ipv6 access-lists,Displays IPv6 ACLs,show
ciscoios,Cisco IOS,Security,show control-plane host open-ports,Shows open management ports,show
ciscoios,Cisco IOS,Security,show login failures,Shows failed login attempts,show
ciscoios,Cisco IOS,Security,show login on-success,Shows successful logins,show
ciscoios,Cisco IOS,Security,show crypto isakmp sa,Shows IPsec IKE SAs,show
ciscoios,Cisco IOS,Security,show crypto ipsec sa,Shows IPsec tunnel SAs,show
ciscoios,Cisco IOS,Security,show crypto pki certificates,Shows installed certificates,show
ciscoios,Cisco IOS,Security,show ssh,Shows SSH server status,show
esxi,VMware ESXi,System,esxcli system version get,Shows ESXi version,show
esxi,VMware ESXi,System,esxcli system hostname get,Shows hostname,show
esxi,VMware ESXi,System,esxcli system maintenanceMode get,Shows maintenance mode status,show
esxi,VMware ESXi,System,esxcli system maintenanceMode set --enable true,Enables maintenance mode,show
esxi,VMware ESXi,System,esxcli system maintenanceMode set --enable false,Disables maintenance mode,show
esxi,VMware ESXi,System,"esxcli system shutdown reboot -r ""<reason>""",Reboots host,show
esxi,VMware ESXi,System,"esxcli system shutdown poweroff -r ""<reason>""",Powers off host,show
esxi,VMware ESXi,System,esxcli system syslog config get,Shows syslog configuration,show
esxi,VMware ESXi,System,esxcli system syslog reload,Reloads syslog configuration,show
esxi,VMware ESXi,System,esxcli system time get,Shows system time,show
esxi,VMware ESXi,Networking,esxcli network nic list,Lists physical NICs,show
esxi,VMware ESXi,Networking,esxcli network nic get -n <nic>,Shows NIC details,show
esxi,VMware ESXi,Networking,esxcli network ip interface list,Lists VMkernel interfaces,show
esxi,VMware ESXi,Networking,esxcli network ip interface ipv4 get,Shows IPv4 configuration,show
esxi,VMware ESXi,Networking,esxcli network ip interface ipv6 get,Shows IPv6 configuration,show
esxi,VMware ESXi,Networking,esxcli network ip route ipv4 list,Shows IPv4 routes,show
esxi,VMware ESXi,Networking,esxcli network ip route ipv6 list,Shows IPv6 routes,show
esxi,VMware ESXi,Networking,esxcli network vswitch standard list,Lists standard vSwitches,show
esxi,VMware ESXi,Networking,esxcli network vswitch standard portgroup list,Lists port groups,show
esxi,VMware ESXi,Networking,esxcli network firewall get,Shows firewall status,show
esxi,VMware ESXi,Storage,esxcli storage filesystem list,Lists mounted filesystems,show
esxi,VMware ESXi,Storage,esxcli storage core device list,Lists storage devices,show
esxi,VMware ESXi,Storage,esxcli storage core device stats get -d <device>,Shows device statistics,show
esxi,VMware ESXi,Storage,esxcli storage core path list,Lists storage paths,show
esxi,VMware ESXi,Storage,esxcli storage core path stats get -p <path>,Shows path statistics,show
esxi,VMware ESXi,Storage,esxcli storage nfs list,Lists NFS datastores,show
esxi,VMware ESXi,Storage,esxcli storage nfs add -H <host> -s <share> -v <name>,Adds NFS datastore,show
esxi,VMware ESXi,Storage,esxcli storage nfs remove -v <name>,Removes NFS datastore,show
esxi,VMware ESXi,Storage,esxcli storage vmfs extent list,Lists VMFS extents,show
esxi,VMware ESXi,Storage,esxcli storage vmfs snapshot list,Lists VMFS snapshots,show
esxi,VMware ESXi,VM Management,esxcli vm process list,Lists running VMs,show
esxi,VMware ESXi,VM Management,esxcli vm process kill --type=soft --world-id=<id>,Soft?kills VM,show
esxi,VMware ESXi,VM Management,esxcli vm process kill --type=hard --world-id=<id>,Hard?kills VM,show
esxi,VMware ESXi,VM Management,esxcli vm process kill --type=force --world-id=<id>,Force?kills VM,show
esxi,VMware ESXi,VM Management,esxcli hardware cpu global get,Shows CPU info,show
esxi,VMware ESXi,VM Management,esxcli hardware memory get,Shows memory info,show
esxi,VMware ESXi,VM Management,esxcli hardware pci list,Lists PCI devices,show
esxi,VMware ESXi,VM Management,esxcli hardware clock get,Shows hardware clock,show
esxi,VMware ESXi,VM Management,esxcli hardware clock set -d <day> -H <hour>,Sets hardware clock,show
esxi,VMware ESXi,VM Management,esxcli hardware ipmi sel get,Shows IPMI SEL logs,show
esxi,VMware ESXi,Diagnostics,esxcli system syslog mark,Adds syslog marker,show
esxi,VMware ESXi,Diagnostics,esxcli system stats installtime get,Shows install time,show
esxi,VMware ESXi,Diagnostics,esxcli system stats uptime get,Shows uptime,show
esxi,VMware ESXi,Diagnostics,esxcli system stats load get,Shows CPU load,show
esxi,VMware ESXi,Diagnostics,esxcli network diag ping -I <vmk> -H <host>,Ping from VMkernel NIC,show
esxi,VMware ESXi,Diagnostics,esxcli network diag traceroute -H <host>,Traceroute from ESXi,show
esxi,VMware ESXi,Diagnostics,esxcli network diag netstack list,Lists network stacks,show
esxi,VMware ESXi,Diagnostics,esxcli network diag netstack get -N <stack>,Shows stack details,show
esxi,VMware ESXi,Diagnostics,esxcli software vib list,Lists installed VIBs,show
esxi,VMware ESXi,Diagnostics,esxcli software sources vib list -d <url>,Lists VIBs from depot,show
ciscoasa,Cisco ASA,System,show version,Shows ASA version and license,show
ciscoasa,Cisco ASA,System,show inventory,Shows hardware inventory,show
ciscoasa,Cisco ASA,System,show cpu usage,Shows CPU usage,show
ciscoasa,Cisco ASA,System,show memory,Shows memory usage,show
ciscoasa,Cisco ASA,System,show processes cpu-usage,Shows CPU per process,show
ciscoasa,Cisco ASA,System,show processes memory,Shows memory per process,show
ciscoasa,Cisco ASA,System,show failover,Shows failover status,show
ciscoasa,Cisco ASA,System,show failover history,Shows failover events,show
ciscoasa,Cisco ASA,System,show failover state,Shows detailed failover state,show
ciscoasa,Cisco ASA,System,show activation-key,Shows license activation key,show
ciscoasa,Cisco ASA,Interfaces,show interface ip brief,Shows interface summary,show
ciscoasa,Cisco ASA,Interfaces,show interface <name>,Shows interface details,show
ciscoasa,Cisco ASA,Interfaces,show interface counters,Shows interface counters,show
ciscoasa,Cisco ASA,Interfaces,show interface phy,Shows physical interface info,show
ciscoasa,Cisco ASA,Interfaces,show interface redundant,Shows redundant interfaces,show
ciscoasa,Cisco ASA,Interfaces,show interface port-channel,Shows port?channel info,show
ciscoasa,Cisco ASA,Interfaces,show switch vlan,Shows VLANs on ASA?X,show
ciscoasa,Cisco ASA,Interfaces,show switch trunk,Shows trunk ports,show
ciscoasa,Cisco ASA,Interfaces,show switch mac-address-table,Shows MAC table,show
ciscoasa,Cisco ASA,Interfaces,show switch spanning-tree,Shows STP info,show
ciscoasa,Cisco ASA,Routing,show route,Shows routing table,show
ciscoasa,Cisco ASA,Routing,show route <ip>,Shows route lookup,show
ciscoasa,Cisco ASA,Routing,show ospf neighbor,Shows OSPF neighbors,show
ciscoasa,Cisco ASA,Routing,show ospf database,Shows OSPF LSDB,show
ciscoasa,Cisco ASA,Routing,show ospf interface,Shows OSPF interface info,show
ciscoasa,Cisco ASA,Routing,show bgp summary,Shows BGP summary,show
ciscoasa,Cisco ASA,Routing,show bgp neighbors,Shows BGP neighbors,show
ciscoasa,Cisco ASA,Routing,show bgp,Shows BGP table,show
ciscoasa,Cisco ASA,Routing,show eigrp neighbors,Shows EIGRP neighbors,show
ciscoasa,Cisco ASA,Routing,show eigrp topology,Shows EIGRP topology,show
ciscoasa,Cisco ASA,Security,show access-list,Shows ACLs,show
ciscoasa,Cisco ASA,Security,show run access-group,Shows ACL bindings,show
ciscoasa,Cisco ASA,Security,show run object,Shows object definitions,show
ciscoasa,Cisco ASA,Security,show run object-group,Shows object groups,show
ciscoasa,Cisco ASA,Security,show service-policy,Shows service policies,show
ciscoasa,Cisco ASA,Security,show conn,Shows active connections,show
ciscoasa,Cisco ASA,Security,show conn detail,Shows detailed connections,show
ciscoasa,Cisco ASA,Security,show xlate,Shows NAT translations,show
ciscoasa,Cisco ASA,Security,show xlate detail,Shows detailed NAT translations,show
ciscoasa,Cisco ASA,Security,show nat detail,Shows NAT rules,show
ciscoasa,Cisco ASA,VPN,show vpn-sessiondb,Shows VPN sessions,show
ciscoasa,Cisco ASA,VPN,show vpn-sessiondb anyconnect,Shows AnyConnect sessions,show
ciscoasa,Cisco ASA,VPN,show vpn-sessiondb l2l,Shows site?to?site VPN sessions,show
ciscoasa,Cisco ASA,VPN,show crypto ikev1 sa,Shows IKEv1 SAs,show
ciscoasa,Cisco ASA,VPN,show crypto ikev2 sa,Shows IKEv2 SAs,show
ciscoasa,Cisco ASA,VPN,show crypto ipsec sa,Shows IPsec SAs,show
ciscoasa,Cisco ASA,VPN,show crypto ca certificates,Shows installed certificates,show
ciscoasa,Cisco ASA,VPN,show crypto ca trustpoints,Shows trustpoints,show
ciscoasa,Cisco ASA,VPN,show webvpn,Shows WebVPN configuration,show
ciscoasa,Cisco ASA,VPN,show webvpn session,Shows WebVPN sessions,show
ciscoasa,Cisco ASA,Diagnostics,show logging,Shows logging configuration,show
ciscoasa,Cisco ASA,Diagnostics,show logging buffer,Shows buffered logs,show
ciscoasa,Cisco ASA,Diagnostics,show crashinfo,Shows crash logs,show
ciscoasa,Cisco ASA,Diagnostics,show tech-support,Generates tech support output,show
ciscoasa,Cisco ASA,Diagnostics,show cpu detailed,Shows detailed CPU usage,show
ciscoasa,Cisco ASA,Diagnostics,show memory detail,Shows detailed memory usage,show
ciscoasa,Cisco ASA,Diagnostics,show processes,Shows running processes,show
ciscoasa,Cisco ASA,Diagnostics,show processes cpu-hog,Shows CPU hog processes,show
ciscoasa,Cisco ASA,Diagnostics,show processes memory-hog,Shows memory hog processes,show
ciscoasa,Cisco ASA,Diagnostics,show asp drop,Shows accelerated security path drops,show
ciscoasa,Cisco ASA,Diagnostics,packet-tracer input <iface> <proto> <src-ip> <src-port> <dst-ip> <dst-port>,Simulates packet flow,show
ciscoasa,Cisco ASA,Diagnostics,packet-tracer output <iface> <proto> <src-ip> <src-port> <dst-ip> <dst-port>,Simulates egress flow,show
ciscoasa,Cisco ASA,Diagnostics,show traffic,Shows interface traffic,show
ciscoasa,Cisco ASA,Diagnostics,show cpu usage history,Shows CPU history,show
ciscoasa,Cisco ASA,Diagnostics,show blocks,Shows memory block usage,show
ciscoasa,Cisco ASA,Diagnostics,show blocks detail,Shows detailed memory block usage,show
ciscoasa,Cisco ASA,Diagnostics,show failover statistics,Shows failover statistics,show
ciscoasa,Cisco ASA,Diagnostics,show interface ip brief,Shows IP brief summary,show
ciscoasa,Cisco ASA,Diagnostics,show interface redundancy,Shows redundancy info,show
ciscoasa,Cisco ASA,Diagnostics,show interface lacp,Shows LACP info,show
windows,Windows,System,systeminfo,Shows system information,show
windows,Windows,System,wmic os get caption,Shows Windows edition,show
windows,Windows,System,wmic cpu get name,Shows CPU model,show
windows,Windows,System,wmic memorychip get capacity,Shows RAM modules,show
windows,Windows,System,wmic logicaldisk get size,freespace,Shows disk sizes
windows,Windows,System,Get-WindowsFeature,Lists installed Windows features,show
windows,Windows,System,Get-ComputerInfo,Shows detailed system info,show
windows,Windows,System,Get-EventLog -LogName System -Newest 50,Shows recent system events,show
windows,Windows,System,Get-EventLog -LogName Application -Newest 50,Shows recent application events,show
windows,Windows,System,Get-EventLog -LogName Security -Newest 50,Shows recent security events,show
windows,Windows,Networking,ipconfig /all,Shows full IP configuration,show
windows,Windows,Networking,ipconfig /flushdns,Flushes DNS cache,show
windows,Windows,Networking,ipconfig /registerdns,Registers DNS,show
windows,Windows,Networking,netstat -ano,Shows all connections with PIDs,show
windows,Windows,Networking,netstat -s,Shows protocol statistics,show
windows,Windows,Networking,netsh interface ipv4 show interfaces,Shows IPv4 interfaces,show
windows,Windows,Networking,netsh interface ipv6 show interfaces,Shows IPv6 interfaces,show
windows,Windows,Networking,netsh advfirewall firewall show rule name=all,Shows all firewall rules,show
windows,Windows,Networking,Get-NetAdapter,Shows network adapters,show
windows,Windows,Networking,Get-NetIPAddress,Shows IP addresses,show
windows,Windows,Networking,Get-NetRoute,Shows routing table,show
windows,Windows,Networking,Get-DnsClientCache,Shows DNS cache,show
windows,Windows,Networking,Test-NetConnection -Port <port> -ComputerName <host>,Tests TCP port connectivity,show
windows,Windows,Networking,Resolve-DnsName <host>,Performs DNS lookup,show
windows,Windows,Networking,Get-NetTCPConnection,Shows TCP connections,show
windows,Windows,Processes,tasklist,Lists running processes,show
windows,Windows,Processes,taskkill /PID <pid> /F,Kills a process,show
windows,Windows,Processes,Get-Process,Shows processes,show
windows,Windows,Processes,Get-Process | Sort CPU -Descending,Shows top CPU processes,show
windows,Windows,Processes,Get-Process | Sort WS -Descending,Shows top memory processes,show
windows,Windows,Processes,Get-Service,Lists services,show
windows,Windows,Processes,"Get-Service | Where {$_.Status -eq ""Running""}",Shows running services,show
windows,Windows,Processes,Restart-Service <name>,Restarts a service,show
windows,Windows,Processes,Stop-Service <name>,Stops a service,show
windows,Windows,Processes,Start-Service <name>,Starts a service,show
windows,Windows,Storage,Get-Volume,Shows volumes,show
windows,Windows,Storage,Get-PhysicalDisk,Shows physical disks,show
windows,Windows,Storage,Get-Disk,Shows disk layout,show
windows,Windows,Storage,Get-Partition,Shows partitions,show
windows,Windows,Storage,chkdsk <drive>:,Checks disk,show
windows,Windows,Storage,defrag <drive>: /A,Analyzes fragmentation,show
windows,Windows,Storage,fsutil fsinfo drives,Lists drives,show
windows,Windows,Storage,fsutil volume diskfree <drive>:,Shows free disk space,show
windows,Windows,Storage,Get-SmbShare,Shows SMB shares,show
windows,Windows,Storage,Get-SmbSession,Shows SMB sessions,show
aws,AWS CLI,EC2,aws ec2 describe-instances,Lists EC2 instances,show
aws,AWS CLI,EC2,aws ec2 describe-volumes,Lists EBS volumes,show
aws,AWS CLI,EC2,aws ec2 describe-security-groups,Lists security groups,show
aws,AWS CLI,EC2,aws ec2 describe-vpcs,Lists VPCs,show
aws,AWS CLI,EC2,aws ec2 describe-subnets,Lists subnets,show
aws,AWS CLI,EC2,aws ec2 describe-route-tables,Lists route tables,show
aws,AWS CLI,EC2,aws ec2 describe-network-interfaces,Lists ENIs,show
aws,AWS CLI,EC2,aws ec2 describe-addresses,Lists Elastic IPs,show
aws,AWS CLI,EC2,aws ec2 describe-images --owners self,Lists AMIs,show
aws,AWS CLI,EC2,aws ec2 describe-instance-status,Shows instance health,show
aws,AWS CLI,S3,aws s3 ls,Lists buckets,show
aws,AWS CLI,S3,aws s3 ls s3://<bucket>,Lists bucket contents,show
aws,AWS CLI,S3,aws s3 cp <src> <dst>,Copies files,show
aws,AWS CLI,S3,aws s3 sync <src> <dst>,Syncs directories,show
aws,AWS CLI,S3,aws s3 rm s3://<bucket>/<file>,Deletes file,show
aws,AWS CLI,S3,aws s3 mb s3://<bucket>,Creates bucket,show
aws,AWS CLI,S3,aws s3 rb s3://<bucket>,Removes bucket,show
aws,AWS CLI,S3,aws s3api get-bucket-acl --bucket <bucket>,Shows ACL,show
aws,AWS CLI,S3,aws s3api get-bucket-policy --bucket <bucket>,Shows bucket policy,show
aws,AWS CLI,S3,aws s3api list-object-versions --bucket <bucket>,Lists object versions,show
aws,AWS CLI,CloudWatch,aws cloudwatch describe-alarms,Lists alarms,show
aws,AWS CLI,CloudWatch,aws cloudwatch get-metric-statistics,Shows metric stats,show
aws,AWS CLI,CloudWatch,aws cloudwatch list-metrics,Lists metrics,show
aws,AWS CLI,CloudWatch,aws logs describe-log-groups,Lists log groups,show
aws,AWS CLI,CloudWatch,aws logs describe-log-streams --log-group-name <group>,Lists log streams,show
aws,AWS CLI,CloudWatch,aws logs get-log-events --log-group-name <group> --log-stream-name <stream>,Shows log events,show
aws,AWS CLI,CloudWatch,aws logs tail <group>,Tails CloudWatch logs,show
aws,AWS CLI,CloudWatch,aws logs filter-log-events --log-group-name <group> --filter-pattern <pattern>,Filters logs,show
aws,AWS CLI,CloudWatch,aws logs put-retention-policy --log-group-name <group> --retention-in-days <days>,Sets retention,show
aws,AWS CLI,CloudWatch,aws logs delete-log-group --log-group-name <group>,Deletes log group,show
netscalersdx,NetScaler SDX,System,show system,Displays SDX system summary,show
netscalersdx,NetScaler SDX,System,show system version,Shows SDX firmware version,show
netscalersdx,NetScaler SDX,System,show system backup,Lists system backups,show
netscalersdx,NetScaler SDX,System,show system backup <name>,Shows details of a specific backup,show
netscalersdx,NetScaler SDX,System,show system user,Lists SDX users,show
netscalersdx,NetScaler SDX,System,show system user <username>,Shows details for a user,show
netscalersdx,NetScaler SDX,System,show system config,Displays full SDX configuration,show
netscalersdx,NetScaler SDX,System,show system storage,Shows SDX storage usage,show
netscalersdx,NetScaler SDX,System,show system uptime,Displays uptime,show
netscalersdx,NetScaler SDX,System,show system alarms,Lists active alarms,show
netscalersdx,NetScaler SDX,System,show system alarms -detail,Shows detailed alarm information,show
netscalersdx,NetScaler SDX,System,show system health,Displays system health summary,show
netscalersdx,NetScaler SDX,System,show system processes,Lists running system processes,show
netscalersdx,NetScaler SDX,System,show system processes -detail,Shows detailed process information,show
netscalersdx,NetScaler SDX,System,show system services,Lists system services,show
netscalersdx,NetScaler SDX,System,show system services -detail,Shows detailed service information,show
netscalersdx,NetScaler SDX,System,show system date,Displays system date/time,show
netscalersdx,NetScaler SDX,System,show system ntp,Shows NTP configuration,show
netscalersdx,NetScaler SDX,System,show system ntp servers,Lists configured NTP servers,show
netscalersdx,NetScaler SDX,System,show system dns,Shows DNS configuration,show
netscalersdx,NetScaler SDX,System,show system dns servers,Lists DNS servers,show
netscalersdx,NetScaler SDX,System,show system hostname,Displays hostname,show
netscalersdx,NetScaler SDX,System,show system hardware,Shows hardware summary,show
netscalersdx,NetScaler SDX,System,show system hardware -detail,Shows detailed hardware info,show
netscalersdx,NetScaler SDX,System,show system hardware fans,Shows fan status,show
netscalersdx,NetScaler SDX,System,show system hardware psu,Shows power supply status,show
netscalersdx,NetScaler SDX,System,show system hardware temperature,Shows temperature sensors,show
netscalersdx,NetScaler SDX,System,show system hardware voltage,Shows voltage sensors,show
netscalersdx,NetScaler SDX,System,show system hardware cpu,Shows CPU hardware info,show
netscalersdx,NetScaler SDX,System,show system hardware memory,Shows memory hardware info,show
netscalersdx,NetScaler SDX,System,show system hardware disks,Shows disk hardware info,show
netscalersdx,NetScaler SDX,System,show system hardware raid,Shows RAID controller status,show
netscalersdx,NetScaler SDX,System,show system hardware raid -detail,Shows detailed RAID info,show
netscalersdx,NetScaler SDX,System,show system hardware bios,Shows BIOS information,show
netscalersdx,NetScaler SDX,System,show system hardware pci,Shows PCI devices,show
netscalersdx,NetScaler SDX,System,show system hardware sensors,Lists all hardware sensors,show
netscalersdx,NetScaler SDX,System,show system hardware sensors -detail,Shows detailed sensor readings,show
netscalersdx,NetScaler SDX,System,show system hardware backplane,Shows SDX backplane hardware,show
netscalersdx,NetScaler SDX,System,show system hardware backplane -detail,Shows detailed backplane info,show
netscalersdx,NetScaler SDX,System,show system hardware sslchips,Shows SSL chip allocation,show
netscalersdx,NetScaler SDX,System,show system hardware sslchips -detail,Shows detailed SSL chip info,show
netscalersdx,NetScaler SDX,System,show system hardware power,Shows power consumption,show
netscalersdx,NetScaler SDX,System,show system hardware thermal,Shows thermal readings,show
netscalersdx,NetScaler SDX,System,show system hardware utilization,Shows hardware utilization summary,show
netscalersdx,NetScaler SDX,System,show system hardware utilization -detail,Shows detailed hardware utilization,show
netscalersdx,NetScaler SDX,System,show system hardware inventory,Shows hardware inventory,show
netscalersdx,NetScaler SDX,System,show system hardware inventory -detail,Shows detailed hardware inventory,show
netscalersdx,NetScaler SDX,Chassis,show chassis,Shows chassis summary,show
netscalersdx,NetScaler SDX,Chassis,show chassis status,Shows chassis status,show
netscalersdx,NetScaler SDX,Chassis,show chassis fans,Shows chassis fan status,show
netscalersdx,NetScaler SDX,Chassis,show chassis psu,Shows chassis power supplies,show
netscalersdx,NetScaler SDX,Chassis,show chassis temperature,Shows chassis temperature sensors,show
netscalersdx,NetScaler SDX,Chassis,show chassis voltage,Shows chassis voltage sensors,show
netscalersdx,NetScaler SDX,Chassis,show chassis backplane,Shows chassis backplane status,show
netscalersdx,NetScaler SDX,Chassis,show chassis backplane -detail,Shows detailed backplane info,show
netscalersdx,NetScaler SDX,Chassis,show chassis network,Shows chassis network interfaces,show
netscalersdx,NetScaler SDX,Chassis,show chassis network -detail,Shows detailed chassis network info,show
netscalersdx,NetScaler SDX,Chassis,show chassis power,Shows chassis power usage,show
netscalersdx,NetScaler SDX,Chassis,show chassis thermal,Shows chassis thermal readings,show
netscalersdx,NetScaler SDX,Chassis,show chassis sensors,Lists all chassis sensors,show
netscalersdx,NetScaler SDX,Chassis,show chassis sensors -detail,Shows detailed sensor readings,show
netscalersdx,NetScaler SDX,Chassis,show chassis inventory,Shows chassis inventory,show
netscalersdx,NetScaler SDX,Chassis,show chassis inventory -detail,Shows detailed chassis inventory,show
netscalersdx,NetScaler SDX,Backplane,show backplane,Shows backplane configuration,show
netscalersdx,NetScaler SDX,Backplane,show backplane interfaces,Lists backplane interfaces,show
netscalersdx,NetScaler SDX,Backplane,show backplane interfaces -detail,Shows detailed backplane interface info,show
netscalersdx,NetScaler SDX,Backplane,show backplane stats,Shows backplane statistics,show
netscalersdx,NetScaler SDX,Backplane,show backplane stats -detail,Shows detailed backplane statistics,show
netscalersdx,NetScaler SDX,Backplane,show backplane mapping,Shows VPX-to-backplane mapping,show
netscalersdx,NetScaler SDX,Backplane,show backplane mapping -detail,Shows detailed mapping info,show
